compnumber,longname,shortname,status,countrycode,region,cik,mic,ticker,exchange,country
192,"Alico, Inc.","Alico, Inc.",Active,USA,North America,3545.0,1.1.1,ALCO,NMS,USA
50556,Alleghany Corp.,Alleghany Corp. (New),Active,USA,North America,775368.0,5.2.1,Y,NYS,USA
345,American Express Co.,American Express Co.,Active,USA,North America,4962.0,5.4.1,AXP,NYS,USA
372,American International Group Inc,American International Group Inc,Active,USA,North America,5272.0,5.2.1,AIG,NYS,USA
26170,"American National Bankshares, Inc. (Danville, VA)",American National Bankshares,Active,USA,North America,741516.0,5.1.1,AMNB,NMS,USA
10915,American National Group Inc,American National Group Inc,Active,USA,North America,1801075.0,5.2.2,ANAT,NMS,USA
17982,Ames National Corp.,Ames National Corp.,Active,USA,North America,1132651.0,5.1.1,ATLO,NAS,USA
9995,Ampal-American Israel Corp.,Ampal-American Israel Corp.,Active,USA,North America,731859.0,5.5.3,AMPL Q,NBB,USA
63231,Arrow Financial Corp.,Arrow Financial Corp.,Active,USA,North America,717538.0,5.1.1,AROW,NMS,USA
613,Associated Banc-Corp,Associated Banc-Corp,Active,USA,North America,7789.0,5.1.1,ASB,NYS,USA
746,Protective Insurance Corp,Protective Insurance Corp,Active,USA,North America,9346.0,5.2.1,PTVC B,NMS,USA
63497,"BancFirst Corp. (Oklahoma City, Okla)","BancFirst Corp. (Oklahoma City, OK)",Active,USA,North America,760498.0,5.1.1,BANF,NMS,USA
806,Bank of Nova Scotia Halifax,Bank Nova Scotia Halifax,Active,CAN,North America,9631.0,5.1.1,BNS,NYS,CAN
25971,Bar Harbor Bankshares,Bar Harbor Bankshares,Active,USA,North America,743367.0,5.1.1,BHB,ASE,USA
966,Berkley (WR) Corp,WR Berkley Corp,Active,USA,North America,11544.0,5.2.1,WRB,NYS,USA
969,Berkshire Hathaway Inc,Berkshire Hathaway Inc,Active,USA,North America,1067983.0,5.2.1,BRK A,NYS,USA
49441,Bryn Mawr Bank Corp,Bryn Mawr Bank Corp,Active,USA,North America,802681.0,5.1.1,BMTC,NMS,USA
46348,"Capital City Bank Group, Inc.","Capital City Bank Group, Inc",Active,USA,North America,726601.0,5.1.1,CCBG,NMS,USA
1428,Capital Southwest Corp.,Capital Southwest Corp.,Active,USA,North America,17313.0,5.5.3,CSWC,NMS,USA
44046,Capstead Mortgage Corp.,Capstead Mortgage Corp.,Active,USA,North America,766701.0,5.3.1,CMO,NYS,USA
17040,"Century Bancorp, Inc.","Century Bancorp, Inc. (MA)",Active,USA,North America,812348.0,5.1.1,CNBK A,NMS,USA
1641,TCF Financial Corp (New),TCF Financial Corp (New),Active,USA,North America,19612.0,5.1.1,TCF,NMS,USA
1705,Cincinnati Financial Corp.,Cincinnati Financial Corp.,Active,USA,North America,20286.0,5.2.1,CINF,NMS,USA
46642,City Holding Co.,City Holding Co.,Active,USA,North America,726854.0,5.1.1,CHCO,NMS,USA
1274,CNA Financial Corp,CNA Financial Corp,Active,USA,North America,21175.0,5.2.1,CNA,NYS,USA
2437,"Comerica, Inc.","Comerica, Inc.",Active,USA,North America,28412.0,5.1.1,CMA,NYS,USA
1910,Commerce Bancshares Inc,Commerce Bancshares Inc,Active,USA,North America,22356.0,5.1.1,CBSH,NMS,USA
22981,Community Bank System Inc,Community Bank System Inc,Active,USA,North America,723188.0,5.1.1,CBU,NYS,USA
2076,CTO Realty Growth Inc,CTO Realty Growth Inc,Active,USA,North America,23795.0,5.3.2,CTO,ASE,USA
2188,Cousins Properties Inc,Cousins Properties Inc,Active,USA,North America,25232.0,5.3.1,CUZ,NYS,USA
2202,Crawford & Co.,Crawford & Co.,Active,USA,North America,25475.0,5.2.3,CRD A,NYS,USA
2244,"Cullen/Frost Bankers, Inc.","Cullen/Frost Bankers, Inc.",Active,USA,North America,39263.0,5.1.1,CFR,NYS,USA
40926,CVB Financial Corp,CVB Financial Corp,Active,USA,North America,354647.0,5.1.1,CVBF,NMS,USA
2438,Deutsche Bank AG,Deutsche Bank AG,Active,DEU,Europe,1159508.0,5.1.1,DB,NYS,DEU
49186,Donegal Group Inc.,Donegal Group Inc.,Active,USA,North America,800457.0,5.2.1,DGIC A,NMS,USA
11171,Eaton Vance Corp,Eaton Vance Corp,Active,USA,North America,350797.0,5.5.2,EV,NYS,USA
14357,EMC Insurance Group Inc.,EMC Insurance Group Inc.,Active,USA,North America,356130.0,5.2.1,EMCI,NMS,USA
57110,Federal Agricultural Mortgage Corp,Federal Agricultural Mortgage Corp,Active,USA,North America,845877.0,5.4.1,AGM,NYS,USA
3043,"Fifth Third Bancorp (Cincinnati, OH)",Fifth Third Bancorp (Cincinn,Active,USA,North America,35527.0,5.1.1,FITB,NMS,USA
50766,First Bancorp (NC),First Bancorp (NC),Active,USA,North America,811589.0,5.1.1,FBNC,NMS,USA
55734,First Busey Corp,First Busey Corp,Active,USA,North America,314489.0,5.1.1,BUSE,NMS,USA
62882,"First Citizens Bancshares, Inc. (Dyersburg, TN)","First Citizens Bancshares, I",Active,USA,North America,719264.0,5.1.1,FIZN,NBB,USA
19913,"First Commonwealth Financial Corp (Indiana, PA)","First Commonwealth Financial Corp. (Indiana, PA)",Active,USA,North America,712537.0,5.1.1,FCF,NYS,USA
14429,First Financial Bancorp (OH),First Financial Bancorp (OH),Active,USA,North America,708955.0,5.1.1,FFBC,NMS,USA
23505,First of Long Island Corp,First of Long Island Corp,Active,USA,North America,740663.0,5.1.1,FLIC,NAS,USA
38697,First Merchants Corp,First Merchants Corp,Active,USA,North America,712534.0,5.1.1,FRME,NMS,USA
17173,"First Midwest Bancorp, Inc. (Naperville, IL)","First Midwest Bancorp, Inc.",Active,USA,North America,702325.0,5.1.1,FMBI,NMS,USA
2912,1st Source Corp,1st Source Corp.,Active,USA,North America,34782.0,5.1.1,SRCE,NMS,USA
10923,Franklin Resources Inc,Franklin Resources Inc,Active,USA,North America,38777.0,5.5.2,BEN,NYS,USA
3510,Fulton Financial Corp. (PA),Fulton Financial Corp. (PA),Active,USA,North America,700564.0,5.1.1,FULT,NMS,USA
40875,Gallagher (Arthur J.) & Co.,Gallagher (Arthur J.) & Co.,Active,USA,North America,354190.0,5.2.3,AJG,NYS,USA
60991,"Great Southern Bancorp, Inc.",Great Southern Bancorp Inc.,Active,USA,North America,854560.0,5.1.1,GSBC,NMS,USA
26802,Hancock Whitney Corp,Hancock Whitney Corp,Active,USA,North America,750577.0,5.1.1,HWC,NMS,USA
57255,Hingham Institution for Savings,Hingham Institution for Savi,Active,USA,North America,,5.1.1,HIFS,NMS,USA
59634,Horace Mann Educators Corp.,Horace Mann Educators Corp.,Active,USA,North America,850141.0,5.2.1,HMN,NYS,USA
39534,Horizon Bancorp Inc,Horizon Bancorp Inc,Active,USA,North America,706129.0,5.1.1,HBNC,NMS,USA
17587,"Hovnanian Enterprises, Inc.","Hovnanian Enterprises, Inc.",Active,USA,North America,357294.0,2.2.5,HOV,NYS,USA
4236,Huntington Bancshares Inc,Huntington Bancshares Inc,Active,USA,North America,49196.0,5.1.1,HBAN,NMS,USA
46079,Independent Bank Corp (MA),Independent Bank Corp (MA),Active,USA,North America,776901.0,5.1.1,INDB,NMS,USA
9261,"Independent Bank Corporation (Ionia, MI)",Independent Bank Corporation,Active,USA,North America,39311.0,5.1.1,IBCP,NMS,USA
17631,International Bancshares Corp.,International Bancshares Cor,Active,USA,North America,315709.0,5.1.1,IBOC,NMS,USA
64864,Investors Real Estate Trust,Investors Real Estate Trust,Active,USA,North America,798359.0,5.3.1,IRET,NYS,USA
4649,"Kansas City Life Insurance Co (Kansas City, MO)",Kansas City Life Insurance C,Active,USA,North America,54473.0,5.2.2,KCLI,NBB,USA
61441,"Lakeland Bancorp, Inc.",LakeLand Bancorp Inc.,Active,USA,North America,846901.0,5.1.1,LBAI,NMS,USA
39049,Lakeland Financial Corp,Lakeland Financial Corp,Active,USA,North America,721994.0,5.1.1,LKFN,NMS,USA
36533,"Legg Mason, Inc.","Legg Mason, Inc.",Active,USA,North America,704051.0,5.5.2,LM,NYS,USA
4930,Lennar Corp,Lennar Corp,Active,USA,North America,920760.0,2.2.5,LEN,NYS,USA
8091,Jefferies Financial Group Inc,Jefferies Financial Group In,Active,USA,North America,96223.0,5.5.1,JEF,NYS,USA
4990,Lincoln National Corp.,Lincoln National Corp.,Active,USA,North America,59558.0,5.2.2,LNC,NYS,USA
5264,Marsh & McLennan Companies Inc.,Marsh & McLennan Companies I,Active,USA,North America,62709.0,5.2.3,MMC,NYS,USA
51808,MBIA Inc.,"MBIA, Inc.",Active,USA,North America,814585.0,5.2.1,MBI,NYS,USA
5099,"M.D.C. Holdings, Inc.","M.D.C. Holdings, Inc.",Active,USA,North America,773141.0,2.2.5,MDC,NYS,USA
23957,"Merchants Bancshares Inc (Burlington, VT)","Merchants Bancshares, Inc. (",Active,USA,North America,726517.0,5.1.1,MBVT,NMS,USA
56661,Mercury General Corp.,Mercury General Corp.,Active,USA,North America,64996.0,5.2.1,MCY,NYS,USA
5666,Monmouth Real Estate Investment Corp,Monmouth Real Estate Investment Corp,Active,USA,North America,67625.0,5.3.1,MNR,NYS,USA
11425,National Bank of Canada,National Bank of Canada,Active,CAN,North America,,5.1.1,NA,TSX,CAN
41189,"National Penn Bancshares Inc (Boyertown, Penn.)",National Penn Bancshares Inc,Active,USA,North America,700733.0,5.1.1,NPBC,NMS,USA
47460,Navigators Group Inc (The),Navigators Group Inc (The),Active,USA,North America,793547.0,5.2.1,NAVG,NMS,USA
48308,NBT Bancorp. Inc.,NBT Bancorp Inc.,Active,USA,North America,790359.0,5.1.1,NBTB,NMS,USA
6160,Northern Trust Corp,Northern Trust Corp,Active,USA,North America,73124.0,5.1.1,NTRS,NMS,USA
18341,"Old National Bancorp (Evansville, IN)",Old National Bancorp (Evansv,Active,USA,North America,707179.0,5.1.1,ONB,NMS,USA
6261,Old Republic International Corp.,Old Republic International C,Active,USA,North America,74260.0,5.2.1,ORI,NYS,USA
19353,"Old Second Bancorp., Inc. (Aurora, Ill.)","Old Second Bancorp., Inc. (Aurora, IL)",Active,USA,North America,357173.0,5.1.1,OSBC,NMS,USA
35707,"One Liberty Properties, Inc.","One Liberty Properties, Inc.",Active,USA,North America,712770.0,5.3.1,OLP,NYS,USA
64581,"Orrstown Financial Services, Inc.","Orrstown Financial Services,",Active,USA,North America,826154.0,5.1.1,ORRF,NAS,USA
51118,"Park National Corp (Newark, OH)","Park National Corp (Newark,",Active,USA,North America,805676.0,5.1.1,PRK,ASE,USA
50561,"Penns Woods Bancorp, Inc. (Jersey Shore, PA)","Penns Woods Bancorp, Inc.",Active,USA,North America,716605.0,5.1.1,PWOD,NMS,USA
6544,Pennsylvania Real Estate Investment Trust,Pennsylvania Real Estate Invest. Trust,Active,USA,North America,77281.0,5.3.1,PEI,NYS,USA
6825,Progressive Corp. (OH),Progressive Corp. (OH),Active,USA,North America,80661.0,5.2.1,PGR,NYS,USA
36579,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",Active,USA,North America,720005.0,5.5.1,RJF,NYS,USA
6921,RLI Corp,RLI Corp,Active,USA,North America,84246.0,5.2.1,RLI,NYS,USA
7218,"Royal Bank of Canada (Montreal, Quebec)",Royal Bank of Canada (Montre,Active,CAN,North America,1000275.0,5.1.1,RY,NYS,CAN
58338,"S & T Bancorp Inc (Indiana, PA)","S&T Bancorp Inc (Indiana, PA",Active,USA,North America,719220.0,5.1.1,STBA,NMS,USA
53034,Schwab (Charles) Corp (The),Charles Schwab Corp,Active,USA,North America,316709.0,5.5.1,SCHW,NYS,USA
37899,Seacoast Banking Corp. of Florida,Seacoast Banking Corp. of Fl,Active,USA,North America,730708.0,5.1.1,SBCF,NMS,USA
9813,Selective Insurance Group Inc,Selective Insurance Group In,Active,USA,North America,230557.0,5.2.1,SIGI,NMS,USA
15664,Skandinaviska Enskilda Banken,Skandinaviska Enskilda Banke,Active,SWE,Europe,917311.0,5.1.1,SKVK Y,NBB,SWE
17448,Independence Holding Company,Independence Holding Co. (New),Active,USA,North America,701869.0,5.2.2,IHC,NYS,USA
7931,Stewart Information Services Corp,Stewart Information Services,Active,USA,North America,94344.0,5.2.1,STC,NYS,USA
36685,Stifel Financial Corp,Stifel Financial Corp,Active,USA,North America,720672.0,5.5.1,SF,NYS,USA
26307,Suffolk Bancorp,Suffolk Bancorp,Active,USA,North America,754673.0,5.1.1,SCNB,NYS,USA
41158,SunTrust Banks Inc,SunTrust Banks Inc,Active,USA,North America,750556.0,5.1.1,STI,NYS,USA
15791,Svenska Handelsbanken,Svenska Handelsbanken,Active,SWE,Europe,,5.1.1,SVNL Y,NBB,SWE
1250,Synovus Financial Corp,Synovus Financial Corp,Active,USA,North America,18349.0,5.1.1,SNV,NYS,USA
53609,TCF Financial Corp,TCF Financial Corp,Active,USA,North America,814184.0,5.1.1,TCF,NYS,USA
12146,Globe Life Inc,Globe Life Inc,Active,USA,North America,320335.0,5.2.2,GL,NYS,USA
8297,Toronto Dominion Bank,Toronto Dominion Bank,Active,CAN,North America,947263.0,5.1.1,TD,NYS,CAN
7373,Trustco Bank Corp. (N.Y.),Trustco Bank Corp. (NY),Active,USA,North America,357301.0,5.1.1,TRST,NMS,USA
3094,Trustmark Corp,Trustmark Corp,Active,USA,North America,36146.0,5.1.1,TRMK,NMS,USA
6452,United Bankshares Inc,United Bankshares Inc,Active,USA,North America,729986.0,5.1.1,UBSI,NMS,USA
49754,Universal Health Realty Income Trust,Universal Health Realty Income Trust,Active,USA,North America,798783.0,5.3.1,UHT,NYS,USA
20001,Univest Financial Corp,Univest Financial Corp,Active,USA,North America,102212.0,5.1.1,UVSP,NMS,USA
17509,Valley National Bancorp (NJ),Valley National Bancorp (NJ),Active,USA,North America,714310.0,5.1.1,VLY,NMS,USA
8911,Washington Real Estate Investment Trust,Washington Real Estate Inves,Active,USA,North America,104894.0,5.3.1,WRE,NYS,USA
25974,"Washington Trust Bancorp, Inc.","Washington Trust Bancorp, In",Active,USA,North America,737468.0,5.1.1,WASH,NMS,USA
49640,"Webster Financial Corp (Waterbury, Conn)",Webster Financial Corp (Wate,Active,USA,North America,801337.0,5.1.1,WBS,NYS,USA
55090,Weingarten Realty Investors,Weingarten Realty Investors,Active,USA,North America,828916.0,5.3.1,WRI,NYS,USA
8973,WesBanco Inc,WesBanco Inc,Active,USA,North America,203596.0,5.1.1,WSBC,NMS,USA
4329,WestAmerica Bancorporation,WestAmerica Bancorporation,Active,USA,North America,311094.0,5.1.1,WABC,NMS,USA
9245,"Zions Bancorporation, N.A.","Zions Bancorporation, N.A.",Active,USA,North America,109380.0,5.1.1,ZION,NMS,USA
2,AAR Corp,AAR Corp,Active,USA,North America,1750.0,7.1.1,AIR,NYS,USA
44,Abbott Laboratories,Abbott Laboratories,Active,USA,North America,1800.0,4.3.1,ABT,NYS,USA
52493,"ABIOMED, Inc.","ABIOMED, Inc.",Active,USA,North America,815094.0,4.3.1,ABMD,NMS,USA
72,"Adams Resources & Energy, Inc.","Adams Resources & Energy, In",Active,USA,North America,2178.0,9.1.2,AE,ASE,USA
105,Advanced Micro Devices Inc,Advanced Micro Devices Inc,Active,USA,North America,2488.0,6.2.4,AMD,NMS,USA
43463,AEGON NV,AEGON NV,Active,NLD,Europe,769218.0,5.2.2,AEG,NYS,NLD
132,Air Products & Chemicals Inc,Air Products & Chemicals Inc,Active,USA,North America,2969.0,8.3.2,APD,NYS,USA
49601,Airgas Inc.,Airgas Inc.,Active,USA,North America,804212.0,7.2.1,ARG,NYS,USA
13579,AB SKF,AB SKF,Active,SWE,Europe,,7.2.1,SKFR Y,NBB,SWE
56657,Albany International Corp,Albany International Corp,Active,USA,North America,819793.0,7.2.1,AIN,NYS,USA
186,Alexander's Inc,Alexanders Inc,Active,USA,North America,3499.0,5.3.1,ALX,NYS,USA
436,American Science & Engineering Inc,American Science & Engineeri,Active,USA,North America,5768.0,4.3.1,ASEI,NMS,USA
10638,Anadarko Petroleum Corp,Anadarko Petroleum Corp,Active,USA,North America,773910.0,9.1.1,APC,NYS,USA
484,Analog Devices Inc,Analog Devices Inc,Active,USA,North America,6281.0,6.2.4,ADI,NMS,USA
525,Apache Corp,Apache Corp,Active,USA,North America,6769.0,9.1.1,APA,NMS,USA
549,Archer Daniels Midland Co.,Archer Daniels Midland Co.,Active,USA,North America,7084.0,1.2.1,ADM,NYS,USA
589,"Arrow Electronics, Inc.","Arrow Electronics, Inc.",Active,USA,North America,7536.0,7.3.1,ARW,NYS,USA
689,Automatic Data Processing Inc.,Automatic Data Processing In,Active,USA,North America,8670.0,6.3.1,ADP,NMS,USA
702,Avery Dennison Corp,Avery Dennison Corp,Active,USA,North America,8818.0,8.1.3,AVY,NYS,USA
704,Avnet Inc,Avnet Inc,Active,USA,North America,8858.0,7.3.1,AVT,NMS,USA
706,"Avon Products, Inc.","Avon Products, Inc.",Active,USA,North America,8868.0,1.7.1,AVP,NYS,GBR
731,Badger Meter Inc,Badger Meter Inc,Active,USA,North America,9092.0,6.2.3,BMI,NYS,USA
49127,Baker Hughes Inc.,Baker Hughes Inc.,Active,USA,North America,808362.0,9.1.3,BHI,NYS,USA
750,Ball Corp,Ball Corp,Active,USA,North America,9389.0,8.2.3,BLL,NYS,USA
848,Bard (CR) Inc,CR Bard Inc,Active,USA,North America,9892.0,4.3.1,BCR,NYS,USA
853,Barnes Group Inc.,Barnes Group Inc.,Active,USA,North America,9984.0,7.2.1,B,NYS,USA
886,Baxter International Inc,Baxter International Inc,Active,USA,North America,10456.0,4.3.1,BAX,NYS,USA
911,"Becton, Dickinson & Co",Becton Dickinson And Co,Active,USA,North America,10795.0,4.3.1,BDX,NYS,USA
945,Bemis Co Inc,Bemis Co Inc,Active,USA,North America,11199.0,8.1.3,BMS,NYS,USA
63237,"Benchmark Electronics, Inc.","Benchmark Electronics, Inc.",Active,USA,North America,863436.0,7.3.1,BHE,NYS,USA
27050,Best Buy Inc,Best Buy Inc,Active,USA,North America,764478.0,2.1.7,BBY,NYS,USA
1005,Bio-Rad Laboratories Inc,Bio-Rad Laboratories Inc,Active,USA,North America,12208.0,4.1.2,BIO,NYS,USA
1033,"Block (H & R), Inc.","Block (H. & R.), Inc.",Active,USA,North America,12659.0,2.2.3,HRB,NYS,USA
1048,Boeing Co. (The),Boeing Co.,Active,USA,North America,12927.0,7.1.1,BA,NYS,USA
14008,Bombardier Inc.,Bombardier Inc.,Active,CAN,North America,,7.1.1,BBD B,TSX,CAN
1131,Briggs & Stratton Corp.,Briggs & Stratton Corp.,Active,USA,North America,14195.0,7.2.1,BGG,NYS,USA
1138,Bristol Myers Squibb Co.,Bristol Myers Squibb Co.,Active,USA,North America,14272.0,4.1.1,BMY,NYS,USA
1173,Brown-Forman Corp,Brown-Forman Corp.,Active,USA,North America,14693.0,1.2.2,BF B,NYS,USA
1181,Brunswick Corp.,Brunswick Corp.,Active,USA,North America,14930.0,1.6.1,BC,NYS,USA
1290,Cabot Corp.,Cabot Corp.,Active,USA,North America,16040.0,8.3.2,CBT,NYS,USA
61413,Cabot Oil & Gas Corp.,Cabot Oil & Gas Corp.,Active,USA,North America,858470.0,9.1.1,COG,NYS,USA
52606,Cadence Design Systems Inc,Cadence Design Systems Inc,Active,USA,North America,813672.0,6.3.2,CDNS,NMS,USA
53018,Cambrex Corp,Cambrex Corp,Active,USA,North America,820081.0,4.1.1,CBM,NYS,USA
1347,Campbell Soup Co,Campbell Soup Co,Active,USA,North America,16732.0,1.2.1,CPB,NYS,USA
46453,Carlisle Companies Inc.,"Carlisle Cos., Inc.",Active,USA,North America,790051.0,8.4.1,CSL,NYS,USA
1473,Carpenter Technology Corp.,Carpenter Technology Corp.,Active,USA,North America,17843.0,8.2.2,CRS,NYS,USA
1495,Castle (AM) & Co,AM Castle & Co,Active,USA,North America,18172.0,8.2.2,CTAM,NBB,USA
1502,Caterpillar Inc.,Caterpillar Inc.,Active,USA,North America,18230.0,7.5.4,CAT,NYS,USA
1256,CDI Corp,CDI Corp,Active,USA,North America,18396.0,7.5.2,CDI,NYS,USA
1878,Chase Corp.,Chase Corp.,Active,USA,North America,830524.0,8.5.1,CCF,ASE,USA
1698,Church & Dwight Co Inc,Church & Dwight Co Inc,Active,USA,North America,313927.0,1.7.1,CHD,NYS,USA
1813,Clorox Co (The),Clorox Co (The),Active,USA,North America,21076.0,1.7.1,CLX,NYS,USA
1832,Coca-Cola Co (The),Coca-Cola Co (The),Active,USA,North America,21344.0,1.2.2,KO,NYS,USA
1844,Cohu Inc,Cohu Inc,Active,USA,North America,21535.0,6.2.3,COHU,NMS,USA
1855,Colgate-Palmolive Co.,Colgate-Palmolive Co.,Active,USA,North America,21665.0,1.7.1,CL,NYS,USA
1921,Commercial Metals Co.,Commercial Metals Co.,Active,USA,North America,22444.0,8.2.2,CMC,NYS,USA
1997,Computer Sciences Corp,Computer Sciences Corp,Active,USA,North America,23082.0,6.3.1,CSC,NYS,USA
1999,"Computer Task Group, Inc.","Computer Task Group, Inc.",Active,USA,North America,23111.0,6.3.1,CTG,NMS,USA
30823,"Cooper Companies, Inc. (The)","Cooper Companies, Inc.",Active,USA,North America,711404.0,4.3.1,COO,NYS,USA
2140,Cooper Tire & Rubber Co.,Cooper Tire & Rubber Co.,Active,USA,North America,24491.0,1.8.2,CTB,NYS,USA
2159,Corning Inc,Corning Inc,Active,USA,North America,24741.0,7.3.1,GLW,NYS,USA
2201,Crane Co.,Crane Co.,Active,USA,North America,25445.0,7.2.1,CR,NYS,USA
11373,CSR Ltd.,CSR Ltd.,Active,AUS,Asia Pacific,,8.5.1,CSRL F,NBB,AUS
1780,"CSS Industries, Inc.","CSS Industries, Inc.",Active,USA,North America,20629.0,1.6.3,CSS,NYS,USA
1284,CTS Corp,CTS Corp,Active,USA,North America,26058.0,7.3.1,CTS,NYS,USA
2242,Cubic Corp,Cubic Corp,Active,USA,North America,26076.0,6.2.3,CUB,NYS,USA
2260,Curtiss-Wright Corp.,Curtiss-Wright Corp.,Active,USA,North America,26324.0,7.2.1,CW,NYS,USA
46866,Cypress Semiconductor Corp.,Cypress Semiconductor Corp.,Active,USA,North America,791915.0,6.2.4,CY,NMS,USA
2383,Deere & Co.,Deere & Co.,Active,USA,North America,315189.0,7.2.1,DE,NYS,USA
9917,Deluxe Corp,Deluxe Corp,Active,USA,North America,27996.0,7.5.5,DLX,NYS,USA
2467,Diebold Nixdorf Inc,Diebold Nixdorf AG,Active,USA,North America,28823.0,6.2.1,DBD,NYS,USA
2481,"Diodes, Inc.","Diodes, Inc.",Active,USA,North America,29002.0,6.2.4,DIOD,NMS,USA
2544,Donaldson Co. Inc.,"Donaldson Co., Inc.",Active,USA,North America,29644.0,7.2.1,DCI,NYS,USA
2548,Donnelley (RR) & Sons Company,RR Donnelley & Sons Company,Active,USA,North America,29669.0,7.5.5,RRD,NYS,USA
2566,Dover Corp,Dover Corp,Active,USA,North America,29905.0,7.2.1,DOV,NYS,USA
2568,Dow Chemical Company (The),Dow Chemical Co (The),Active,USA,North America,29915.0,8.4.2,DOW,NYS,USA
2596,Du Pont (EI) de Nemours & Company,EI du Pont de Nemours & Co,Active,USA,North America,30554.0,8.3.1,DD,NYS,USA
2599,Ducommun Inc.,Ducommun Inc.,Active,USA,North America,30305.0,7.1.1,DCO,NYS,USA
5623,"Dycom Industries, Inc.","Dycom Industries, Inc.",Active,USA,North America,67215.0,7.5.4,DY,NYS,USA
2686,Eastman Kodak Co.,Eastman Kodak Co.,Active,USA,North America,31235.0,1.6.1,KODK,NYS,USA
2700,Ecolab Inc,Ecolab Inc,Active,USA,North America,31462.0,8.3.2,ECL,NYS,USA
46885,EMC Corp. (MA),EMC Corp. (MA),Active,USA,North America,790070.0,6.2.1,EMC,NYS,USA
2789,Emerson Electric Co.,Emerson Electric Co.,Active,USA,North America,32604.0,7.3.1,EMR,NYS,USA
11820,"Enzo Biochem, Inc.","Enzo Biochem, Inc.",Active,USA,North America,316253.0,4.2.2,ENZ,NYS,USA
2839,Equifax Inc,Equifax Inc,Active,USA,North America,33185.0,7.5.2,EFX,NYS,USA
3000,Federal Signal Corp.,Federal Signal Corp.,Active,USA,North America,277509.0,7.2.1,FSS,NYS,USA
3011,Ferro Corp,Ferro Corp,Active,USA,North America,35214.0,8.3.2,FOE,NYS,USA
2916,FMC Corp.,FMC Corp.,Active,USA,North America,37785.0,8.3.3,FMC,NYS,USA
3424,Ford Motor Co. (DE),Ford Motor Co. (DE),Active,USA,North America,37996.0,1.8.1,F,NYS,USA
3524,GATX Corp,GATX Corp,Active,USA,North America,40211.0,7.4.5,GATX,NYS,USA
3596,General Dynamics Corp,General Dynamics Corp,Active,USA,North America,40533.0,7.1.1,GD,NYS,USA
3597,General Electric Co,General Electric Co,Active,USA,North America,40545.0,7.3.1,GE,NYS,USA
3614,General Mills Inc,General Mills Inc,Active,USA,North America,40704.0,1.2.1,GIS,NYS,USA
3637,Genesco Inc.,Genesco Inc.,Active,USA,North America,18498.0,2.1.5,GCO,NYS,USA
3651,Genuine Parts Co.,Genuine Parts Co.,Active,USA,North America,40987.0,1.8.2,GPC,NYS,USA
9848,GKN PLC (New),GKN PLC (New),Active,GBR,Europe,773956.0,1.8.2,GKNL Y,NBB,GBR
3743,Goodyear Tire & Rubber Co.,Goodyear Tire & Rubber Co.,Active,USA,North America,42582.0,8.4.1,GT,NMS,USA
3745,Gorman-Rupp Company (The),Gorman-Rupp Co (The),Active,USA,North America,42682.0,7.2.1,GRC,NYS,USA
3756,Graco Inc,Graco Inc,Active,USA,North America,42888.0,7.2.1,GGG,NYS,USA
19567,Graham Corp.,Graham Corp.,Active,USA,North America,716314.0,7.2.1,GHM,NYS,USA
3760,Grainger (W.W.) Inc.,"Grainger (W.W.), Inc.",Active,USA,North America,277135.0,7.3.1,GWW,NYS,USA
35618,Harley-Davidson Inc,Harley-Davidson Inc,Active,USA,North America,793952.0,1.8.1,HOG,NYS,USA
3964,Harman International Industries Inc,Harman International Industr,Active,USA,North America,800459.0,1.5.1,HAR,NYS,USA
3976,L3Harris Technologies Inc,L3Harris Technologies Inc,Active,USA,North America,202058.0,7.1.2,LHX,NYS,USA
3979,Harsco Corp.,Harsco Corp.,Active,USA,North America,45876.0,7.5.2,HSC,NYS,USA
3997,"Hasbro, Inc.","Hasbro, Inc.",Active,USA,North America,46080.0,1.6.1,HAS,NMS,USA
4039,Hecla Mining Co,Hecla Mining Co,Active,USA,North America,719413.0,8.2.4,HL,NYS,USA
4055,"Helmerich & Payne, Inc.","Helmerich & Payne, Inc.",Active,USA,North America,46765.0,9.1.3,HP,NYS,USA
13391,Home Depot Inc,Home Depot Inc,Active,USA,North America,354950.0,2.1.8,HD,NYS,USA
4212,Hubbell Inc.,Hubbell Inc.,Active,USA,North America,48898.0,7.3.1,HUBB,NYS,USA
4229,Humana Inc.,"Humana, Inc.",Active,USA,North America,49071.0,5.2.2,HUM,NYS,USA
58989,IDEX Corporation,IDEX Corp.,Active,USA,North America,832101.0,7.2.1,IEX,NYS,USA
4307,"Illinois Tool Works, Inc.","Illinois Tool Works, Inc.",Active,USA,North America,49826.0,7.2.1,ITW,NYS,USA
42958,"Insteel Industries, Inc.","Insteel Industries, Inc.",Active,USA,North America,764401.0,8.2.3,IIIN,NMS,USA
4427,International Business Machines Corp,International Business Machi,Active,USA,North America,51143.0,6.3.1,IBM,NYS,USA
4435,International Flavors & Fragrances Inc.,International Flavors & Fragrances,Active,USA,North America,51253.0,8.3.2,IFF,NYS,USA
4454,International Paper Co,International Paper Co,Active,USA,North America,51434.0,8.1.3,IP,NYS,USA
4473,Interpublic Group of Companies Inc.,Interpublic Group of Compani,Active,USA,North America,51644.0,2.3.4,IPG,NYS,USA
