compnumber,longname,shortname,status,countrycode,region,cik,mic,ticker,exchange,country
93920,China Dynamics (Holdings) Ltd,China Dynamics (Holdings) Lt,Active,BMU,Latin America,,1.8.1,0476,HSE,HKG
142385,Power Root Bhd,Power Root Bhd,Active,MYS,Asia Pacific,,1.2.2,,NL,MYS
142387,Dufu Technology Corporation Bhd,Dufu Technology Corporation,Active,MYS,Asia Pacific,,7.2.1,,NL,MYS
142393,Hektar Real Estate Investment Trust,Hektar Real Estate Investmen,Active,MYS,Asia Pacific,,5.3.1,,NL,MYS
142397,Favelle Favco Bhd,Favelle Favco Bhd,Active,MYS,Asia Pacific,,7.2.1,,NL,MYS
142401,Wellcall Holdings Bhd,Wellcall Holdings Bhd,Active,MYS,Asia Pacific,,1.6.3,,NL,MYS
113417,Shanghai Dasheng Agriculture Finance Technology Co Ltd,Shanghai Dasheng Agriculture,Active,CHN,Asia Pacific,,8.5.1,8251,HSE,CHN
124811,Ascendant Resources Inc,Ascendant Resources Inc,Active,CAN,North America,,8.2.1,ASND,TSX,CAN
142435,Alpek SAB de CV,Alpek SAB de CV,Active,MEX,North America,,8.3.2,ALPK F,NBB,MEX
142822,ShiftPixy Inc,ShiftPixy Inc,Active,USA,North America,1675634.0,7.5.2,PIXY,NAS,USA
142454,Shin Yang Shipping Corporation Bhd,Shin Yang Shipping Corporati,Active,MYS,Asia Pacific,,7.4.2,,NL,MYS
142466,Samchem Holdings Bhd,Samchem Holdings Bhd,Active,MYS,Asia Pacific,,5.6.3,,NL,MYS
142468,Teo Seng Capital Bhd,Teo Seng Capital Bhd,Active,MYS,Asia Pacific,,1.1.2,,NL,MYS
142473,Luxchem Corporation Bhd,Luxchem Corporation Bhd,Active,MYS,Asia Pacific,,8.3.1,,NL,MYS
142483,BHS Industries Bhd,BHS Industries Bhd,Active,MYS,Asia Pacific,,7.5.5,,NL,MYS
142490,Deleum Bhd,Deleum Bhd,Active,MYS,Asia Pacific,,9.1.3,,,MYS
142491,Berjaya Food Bhd,Berjaya Food Bhd,Active,MYS,Asia Pacific,,2.2.1,,NL,MYS
142493,Tambun Indah Land Bhd,Tambun Indah Land Bhd,Active,MYS,Asia Pacific,,5.3.2,,NL,MYS
142497,Cypark Resources Bhd,Cypark Resources Bhd,Active,MYS,Asia Pacific,,0.0.0,,NL,MYS
142501,ECS ICT Bhd,ECS ICT Bhd,Active,MYS,Asia Pacific,,6.3.1,,NL,MYS
142505,Matrix Concepts Holdings Bhd,Matrix Concepts Holdings Bhd,Active,MYS,Asia Pacific,,5.3.2,,NL,MYS
142513,Gabungan AQRS Bhd,Gabungan AQRS Bhd,Active,MYS,Asia Pacific,,5.6.3,,NL,MYS
142532,Eversendai Corporation Bhd,Eversendai Corporation Bhd,Active,MYS,Asia Pacific,,7.5.4,,NL,MYS
142552,Boustead Plantations Bhd,Boustead Plantations Bhd,Active,MYS,Asia Pacific,,1.1.1,,NL,MYS
142569,Pecca Group Bhd,Pecca Group Bhd,Active,MYS,Asia Pacific,,1.4.2,,NL,MYS
142571,Chin Hin Group Bhd,Chin Hin Group Bhd,Active,MYS,Asia Pacific,,8.5.1,,NL,MYS
84057,Lee Swee Kiat Group,Lee Swee Kiat Group,Active,MYS,Asia Pacific,,1.6.2,,NL,MYS
111299,Yihua Lifestyle Technology Co Ltd,Yihua Lifestyle Technology C,Active,CHN,Asia Pacific,,,,NL,CHN
135214,Apollo Endosurgery Inc,Apollo Endosurgery Inc,Active,USA,North America,1251769.0,4.3.1,APEN,NMS,USA
142592,PXP Energy Corp,PXP Energy Corp,Active,PHL,Asia Pacific,,9.1.1,PXPE F,NBB,PHL
142609,New Zealand King Salmon Investments Ltd,New Zealand King Salmon Inve,Active,NZL,Asia Pacific,,1.1.3,NZKS F,NBB,NZL
142618,Creso Pharma Ltd,Creso Pharma Ltd,Active,AUS,Asia Pacific,,4.1.1,COPH F,NBB,AUS
142654,Alliance Select Foods International Inc,Alliance Select Foods Intern,Active,PHL,Asia Pacific,,1.2.1,,NL,PHL
142667,Apollo Tourism & Leisure Ltd,Apollo Tourism & Leisure Ltd,Active,AUS,Asia Pacific,,1.6.1,ATL,AUS,AUS
113875,Eden Innovations Ltd,Eden Innovations Ltd,Active,AUS,Asia Pacific,,8.5.1,EDE,AUS,AUS
107480,Sensys Gatso Group AB,Sensys Gatso Group AB,Active,SWE,Europe,,6.2.3,,NL,SWE
142696,WISeKey International Holding AG,WISeKey International Holdin,Active,CHE,Europe,,6.3.2,WKEY,NMS,CHE
132102,GoldMining Inc,GoldMining Inc,Active,CAN,North America,,8.2.4,GLDG,ASE,CAN
112992,EML Payments Ltd,EML Payments Ltd,Active,AUS,Asia Pacific,,7.5.2,EMCH F,NBB,AUS
83419,Lepidico Ltd,Lepidico Ltd,Active,AUS,Asia Pacific,,8.2.3,LPD,AUS,AUS
111352,Future World Financial Holdings Ltd,Future World Financial Holdi,Active,CYM,Latin America,,8.2.3,0572,HSE,HKG
145597,AOI TYO Holdings Inc,AOI TYO Holdings Inc,Active,JPN,Asia Pacific,,2.3.4,3975,TOK,JPN
112558,Clean Seas Seafood Ltd,Clean Seas Seafood Ltd,Active,AUS,Asia Pacific,,1.1.3,CTUN F,NBB,AUS
142763,Midway Ltd,Midway Ltd,Active,AUS,Asia Pacific,,8.1.1,MWY,AUS,AUS
145440,Green Organic Dutchman Holdings Ltd (The),Green Organic Dutchman Holdi,Active,CAN,North America,,4.1.1,TGOD,TSX,CAN
97789,Celsius Resources Ltd,Celsius Resources Ltd,Active,AUS,Asia Pacific,,8.2.2,CELS F,NBB,AUS
142837,FACC AG,FACC AG,Active,AUT,Europe,,7.1.1,,NL,AUT
95922,BUBS Australia Ltd,BUBS Australia Ltd,Active,AUS,Asia Pacific,,1.2.1,BUB,AUS,AUS
142864,Kalium Lakes Ltd,Kalium Lakes Ltd,Active,AUS,Asia Pacific,,8.2.4,KLL,AUS,AUS
99337,Solon Eiendom ASA,Solon Eiendom ASA,Active,NOR,Europe,,4.1.2,BNRQ Y,NBB,NOR
142992,Freshii Inc,Freshii Inc,Active,CAN,North America,,2.1.2,FRII,TSX,CAN
94320,Hiyes International Co Ltd,Hiyes International Co Ltd,Active,TWN,Asia Pacific,,6.2.1,,NL,TWN
136965,VersaBank (New),VersaBank (New),Active,CAN,North America,,5.1.1,VB,TSX,CAN
99004,Haruyama Holdings Inc,Haruyama Holdings Inc,Active,JPN,Asia Pacific,,2.1.5,7416,TOK,JPN
82542,Tung Ho Textile Co Ltd,Tung Ho Textile Co Ltd,Active,TWN,Asia Pacific,,8.3.2,,,TWN
111787,Global Energy Ventures Ltd,Global Energy Ventures Ltd,Active,AUS,Asia Pacific,1434451.0,9.1.3,GBBL F,NBB,AUS
95244,AusCann Group Holdings Ltd,AusCann Group Holdings Ltd,Active,AUS,Asia Pacific,,5.6.3,ACNN F,NBB,AUS
96130,Hung Chou Fiber Industry Co Ltd,Hung Chou Fiber Industry Co,Active,TWN,Asia Pacific,,8.4.1,,NL,TWN
100192,Daikokuya Holdings Co Ltd,Daikokuya Holdings Co Ltd,Active,JPN,Asia Pacific,,2.1.5,6993,TOK,JPN
100303,Hashimoto Sogyo Holdings Co Ltd,Hashimoto Sogyo Holdings Co,Active,JPN,Asia Pacific,,2.1.8,7570,TOK,JPN
34525,Bank Of Cyprus Holdings PLC,Bank Cyprus Holdings PLC,Active,CYP,Europe,,5.1.1,BKCY F,NBB,CYP
130120,Sprott Resource Holdings Inc,Sprott Resource Holdings Inc,Active,CAN,North America,,8.2.2,SRHI,TSX,CAN
143018,Applus Services SA,Applus Services SA,Active,ESP,Europe,,7.5.2,APLU F,NBB,ESP
143075,Ardea Resources Ltd,Ardea Resources Ltd,Active,AUS,Asia Pacific,,8.2.4,ARRR F,NBB,AUS
114435,LIKE Inc,LIKE Inc,Active,JPN,Asia Pacific,,7.5.2,2462,TOK,JPN
108336,ItaliaOnline SpA,ItaliaOnline SpA,Active,ITA,Europe,1258150.0,2.3.3,SPGM F,NBB,ITA
143826,Trisura Group Ltd,Trisura Group Ltd,Active,CAN,North America,,5.2.1,TSU,TSX,CAN
143499,International Petroleum Corp (Canada),International Petroleum Corp,Active,CAN,North America,,9.1.1,IPCO,TSX,CAN
120945,iStudy Co Ltd,iStudy Co Ltd,Active,JPN,Asia Pacific,,6.3.2,2345,TOK,JPN
99990,Wavelock Holdings Co Ltd (New),Wavelock Holdings Co Ltd (Ne,Active,JPN,Asia Pacific,,8.4.2,7940,TOK,JPN
143230,Wattle Health Australia Ltd,Wattle Health Australia Ltd,Active,AUS,Asia Pacific,,2.1.2,WHA,AUS,AUS
114311,Nexyz.Group Corp,Nexyz.Group Corp,Active,JPN,Asia Pacific,,6.2.3,4346,TOK,JPN
89353,Resol Holdings Co Ltd,Resol Holdings Co Ltd,Active,JPN,Asia Pacific,,2.2.1,5261,TOK,JPN
115554,Scala Inc,Scala Inc,Active,JPN,Asia Pacific,,6.3.1,4845,TOK,JPN
139586,Affluent Partners Holdings Ltd,Affluent Partners Holdings L,Active,CYM,Latin America,,1.4.2,MNNG F,NBB,HKG
123391,Welcron Co Ltd,Welcron Co Ltd,Active,KOR,Asia Pacific,,1.7.1,065950,KOS,KOR
143260,Bigtincan Holdings Ltd,Bigtincan Holdings Ltd,Active,AUS,Asia Pacific,,6.3.2,BTGH F,NBB,AUS
116101,Ef On Inc,EF-ON Inc,Active,JPN,Asia Pacific,,3.1.1,9514,TOK,JPN
143307,AEW UK REIT plc,AEW UK REIT plc,Active,GBR,Europe,,5.3.1,AEWR F,NBB,GBR
124485,China E-Wallet Payment Group Ltd,China E-Wallet Payment Group,Active,BMU,Latin America,,6.3.2,RGHL F,NBB,MYS
143362,Up Global Sourcing Holdings PLC,Up Global Sourcing Holdings,Active,GBR,Europe,,1.5.1,UPGS,LON,GBR
143465,TBC Bank Group PLC,TBC Bank Group PLC,Active,GBR,Europe,,5.1.1,TBCC F,NBB,GBR
121044,Daitron Co Ltd,Daitron Co Ltd,Active,JPN,Asia Pacific,,7.3.1,7609,TOK,JPN
143540,Schroder European Real Estate Investment Trust PLC,Schroder European Real Estat,Active,GBR,Europe,,5.3.1,SERE,LON,GBR
139916,Goodfood Market Corp,Goodfood Market Corp,Active,CAN,North America,,1.2.1,FOOD,TSX,CAN
143574,Bingo Industries Ltd,Bingo Industries Ltd,Active,AUS,Asia Pacific,,7.5.3,BIN,AUS,AUS
143582,MSL Solutions Ltd,MSL Solutions Ltd,Active,AUS,Asia Pacific,,6.3.1,MPW,AUS,AUS
143583,Cann Group Ltd,Cann Group Ltd,Active,AUS,Asia Pacific,,1.1.1,CNGG F,NBB,AUS
143605,Hostelworld Group PLC,Hostelworld Group PLC,Active,GBR,Europe,,6.1.2,HSWL F,NBB,GBR
143606,HSS Hire Group PLC,HSS Hire Group PLC,Active,GBR,Europe,,7.2.1,,,GBR
143622,LXI REIT PLC,LXI REIT PLC,Active,GBR,Europe,,5.3.1,LXIL F,NBB,GBR
143624,Medica Group PLC,Medica Group PLC,Active,GBR,Europe,,4.2.2,MGP,LON,GBR
143638,Phoenix Spree Deutschland Ltd,Phoenix Spree Deutschland Lt,Active,SJE,,,5.3.1,PSDL,LON,GBR
143647,Zenith Energy Ltd (Australia),Zenith Energy Ltd (Australia,Active,AUS,Asia Pacific,,3.1.1,ZEN,AUS,AUS
130193,Helios Energy Ltd,Helios Energy Ltd,Active,AUS,Asia Pacific,,9.1.1,HLEG F,NBB,AUS
143657,G Medical Innovations Holdings Ltd,G Medical Innovations Holdin,Active,AUS,Asia Pacific,,4.3.1,GMVD,NMS,CYM
75800,Gresham Technologies PLC,Gresham Technologies PLC,Active,GBR,Europe,,6.3.2,GHT,LON,GBR
143809,Tai United Holdings Ltd,Tai United Holdings Ltd,Active,BMU,Latin America,,8.4.2,TAIU F,NBB,HKG
74109,AVIC Joy Holdings (HK) Ltd,AVIC Joy Holdings HK Ltd,Active,HKG,Asia Pacific,,9.1.2,AVCJ F,NBB,HKG
101815,Karo Pharma Aktiebolag,Karo Pharma AB,Active,SWE,Europe,,4.1.1,KARB F,NBB,SWE
96841,DeTai New Energy Group Ltd,DeTai New Energy Group Ltd,Active,BMU,Latin America,,8.2.3,0559,HSE,HKG
144187,Simply Good Foods Company (The),Simply Good Foods Co,Active,USA,North America,1702744.0,1.2.1,SMPL,NAS,USA
111357,Life Healthcare Group Ltd,Life Healthcare Group Ltd,Active,CYM,Latin America,,1.4.2,TAFF F,NBB,HKG
143914,Pixium Vision SA,Pixium Vision SA,Active,FRA,Europe,,4.1.2,PIX,PAR,FRA
143998,La Francaise de l'Energie SA,La Francaise de l'Energie SA,Active,FRA,Europe,,3.3.1,LFDE,PAR,FRA
144030,Hipay Group SA,Hipay Group SA,Active,FRA,Europe,,5.5.1,HIPA Y,PAR,FRA
144849,Akumin Inc,Akumin Inc,Active,CAN,North America,,4.2.2,AKU U,TSX,CAN
144102,Elmo Software Ltd,Elmo Software Ltd,Active,AUS,Asia Pacific,,6.3.2,ELMF F,NBB,AUS
144103,Afterpay Touch Group Ltd,Afterpay Touch Group Ltd,Active,AUS,Asia Pacific,,6.3.1,AFTP F,NBB,AUS
144107,Audinate Group Ltd,Audinate Group Ltd,Active,AUS,Asia Pacific,,6.2.3,AUDG F,NBB,AUS
99264,Tesson Holdings Ltd,Tesson Holdings Ltd,Active,BMU,Latin America,,8.1.3,KITH F,NBB,HKG
93209,Tiso Blackstar Group SE (UK),Tiso Blackstar Group SE (UK),Active,MLT,Europe,,2.3,TSBL F,NBB,GBR
111385,Unisplendour Technology (Holdings) Ltd,Unisplendour Technology Hold,Active,BMU,Latin America,,7.2.1,0365,HSE,HKG
140822,Novonix Ltd,Novonix Ltd,Active,AUS,Asia Pacific,,6.1.1,NVNX F,NBB,AUS
130635,New Century Resources Ltd,New Century Resources Ltd,Active,AUS,Asia Pacific,,8.2.4,NWNN F,NBB,AUS
122896,Fluence Corp Ltd,Fluence Corp Ltd,Active,AUS,Asia Pacific,,7.2.1,EMFG F,NBB,USA
117507,TUS International Ltd,TUS International Ltd,Active,CYM,Latin America,,2.1.4,0872,HSE,CHN
144237,Genscript Biotech Corp,Genscript Biotech Corp,Active,CYM,Latin America,,4.1.2,GNNS F,NBB,CHN
144244,China Yongda Automobiles Services Holdings Ltd,China Yongda Automobiles Ser,Active,CYM,Latin America,,2.1.4,CYYH F,NBB,CHN
103521,Cast SA,Cast,Active,FRA,Europe,,6.2.1,CAS,PAR,FRA
118779,Seouleaguer Co Ltd,Seouleaguer Co Ltd,Active,KOR,Asia Pacific,,6.2.3,043710,KOS,KOR
144311,Windlab Ltd,Windlab Ltd,Active,AUS,Asia Pacific,,3.1.1,WND,AUS,AUS
122667,Myanmar Metals Ltd,Myanmar Metals Ltd,Active,AUS,Asia Pacific,,8.2.4,MYMR F,NBB,AUS
144366,Alternative Income REIT PLC,Alternative Income REIT PLC,Active,GBR,Europe,,5.3.1,AIRE,LON,GBR
144434,Despegar.com Corp,Despegar.com Corp,Active,VGB,Latin America,1703141.0,2.2.1,DESP,NYS,ARG
118576,Sunstone Metals Ltd,Sunstone Metals Ltd,Active,AUS,Asia Pacific,,8.2.2,STTM F,NBB,AUS
96338,Integrated Green Energy Solutions Ltd,Integrated Green Energy Solu,Active,AUS,Asia Pacific,,8.2.4,IGEZ F,NBB,AUS
144610,Titan Mining Corp,Titan Mining Corp,Active,CAN,North America,,8.2.4,TI,TSX,CAN
144420,Netmarble Games Corp,Netmarble Games Corp,Active,KOR,Asia Pacific,,6.3.2,251270,KOR,KOR
144625,Roots Corp,Roots Corp,Active,CAN,North America,,1.4.2,ROOT,TSX,CAN
127439,Destini Bhd,Destini Bhd,Active,MYS,Asia Pacific,,9.1.3,,NL,MYS
144452,Titomic Ltd,Titomic Ltd,Active,AUS,Asia Pacific,,5.6.2,TITM F,NBB,AUS
133690,AuMake International Ltd,AuMake International Ltd,Active,AUS,Asia Pacific,,0.0.0,AU8,AUS,AUS
144499,Residential Secure Income Plc,Residential Secure Income Pl,Active,GBR,Europe,,5.3.1,RESI,LON,GBR
143977,Aroundtown SA,Aroundtown SA,Active,CYP,Europe,,5.3.2,AANN F,NBB,LUX
144691,Stelco Holdings Inc,Stelco Holdings Inc,Active,CAN,North America,,8.2.3,STLC,TSX,CAN
141713,Dommo Energia SA,Dommo Energia SA,Active,BRA,Latin America,,9.1.1,DMMO Y,NBB,BRA
140626,Mainstream Group Holdings Ltd,Mainstream Group Holdings Lt,Active,AUS,Asia Pacific,,5.5.1,MAI,AUS,AUS
144699,Sogou Inc,Sogou Inc,Active,CYM,Latin America,1713947.0,6.3.2,SOGO,NYS,CHN
144555,Balco Group AB,Balco Group AB,Active,SWE,Europe,,8.2.3,0RUW,LON,SWE
13614,AIB Group PLC,AIB Group PLC,Active,IRL,Europe,1728918.0,5.1.1,AIBR F,NBB,IRL
144584,Alligator Bioscience AB,Alligator Bioscience AB,Active,SWE,Europe,,4.1.2,ALLG F,NBB,SWE
139811,Experience Co Ltd,Experience Co Ltd,Active,AUS,Asia Pacific,,2.2.4,EXP,AUS,AUS
144613,BioArctic AB,BioArctic AB,Active,SWE,Europe,,4.1.2,0RV2,LON,SWE
144621,Voltabox AG,Voltabox AG,Active,DEU,Europe,,6.1.1,VOAX F,NBB,DEU
106151,Success Prime Corp,Success Prime Corp,Active,TWN,Asia Pacific,,7.3.1,,NL,TWN
144889,Neo Performance Materials Inc,Neo Performance Materials In,Active,CAN,North America,,8.3.2,NEO,TSX,CAN
113233,Camsing International Holding Ltd,Camsing International Holdin,Active,CYM,Latin America,,7.3.1,2662,HSE,HKG
144650,Johns Lyng Group Ltd,Johns Lyng Group Ltd,Active,AUS,Asia Pacific,,2.2.5,JLG,AUS,AUS
81574,Emperor Culture Group Ltd,Emperor Culture Group Ltd,Active,HKG,Asia Pacific,,2.3.2,EPRU F,NBB,HKG
139906,Aena SME SA,Aena SME SA,Active,ESP,Europe,,7.1.1,,NL,ESP
116185,Retail Partners Co Ltd,Retail Partners Co Ltd,Active,JPN,Asia Pacific,,2.1.2,8167,TOK,JPN
144797,Netwealth Group Ltd,Netwealth Group Ltd,Active,AUS,Asia Pacific,,5.5.2,NWL,AUS,AUS
144811,People Infrastructure Ltd,People Infrastructure Ltd,Active,AUS,Asia Pacific,,7.5.2,PPE,AUS,AUS
144815,BerGenBio ASA,BerGenBio ASA,Active,NOR,Europe,,4.1.2,BRRG F,NBB,NOR
117813,Maggie Beer Holdings Ltd,Maggie Beer Holdings Ltd,Active,AUS,Asia Pacific,,1.2.1,MBH,AUS,AUS
120028,Invesque Inc,Invesque Inc,Active,CAN,North America,,5.3.2,IVQ U,TSX,CAN
74552,discoverIE Group plc,discoverIE Group plc,Active,GBR,Europe,,7.3.1,DSCV,LON,GBR
140538,WillScot Mobile Mini Holdings Corp,WillScot Mobile Mini Holdings Corp,Active,USA,North America,1647088.0,7.5.4,WSC,NAS,USA
144878,Borr Drilling Ltd,Borr Drilling Ltd,Active,BMU,Latin America,1715497.0,9.1.1,BORR,NYS,BMU
144879,Handicare Group AB,Handicare Group AB,Active,SWE,Europe,,4.3,0TCX,LON,SWE
82732,Smartphoto Group,Smartphoto Group,Active,BEL,Europe,,2.1.7,,NL,BEL
144894,Wagners Holding Company Ltd,Wagners Holding Company Ltd,Active,AUS,Asia Pacific,,8.5.1,WGNH F,NBB,AUS
144895,Credible Labs Inc,Credible Labs Inc,Active,AUS,Asia Pacific,,5.4.1,,,USA
144908,P2P Transport Ltd,P2P Transport Ltd,Active,AUS,Asia Pacific,,7.4.5,P2P,AUS,AUS
144911,Gamenet Group SpA,Gamenet SpA,Active,ITA,Europe,,2.2.1,GMNN F,NBB,ITA
128495,Zip Co Ltd,Zip Co Ltd,Active,AUS,Asia Pacific,,6.3.2,Z1P,AUS,AUS
144925,National Tyre & Wheel Ltd,National Tyre & Wheel Ltd,Active,AUS,Asia Pacific,,7.2.1,NTD,AUS,AUS
111391,Birmingham Sports Holdings Ltd,Birmingham Sports Holdings L,Active,CYM,Latin America,,2.3.2,2309,HSE,HKG
122856,Huan Yue Interactive Holdings Ltd,Huan Yue Interactive Holding,Active,CYM,Latin America,,7.3.1,0505,HSE,CHN
123128,First Mining Gold Corp,First Mining Gold Corp,Active,CAN,North America,,8.2.1,FF,TSX,CAN
144942,WIN-Partners Co Ltd,WIN Partners Co Ltd,Active,JPN,Asia Pacific,,4.3.1,3183,TOK,JPN
107295,Janison Education Group Ltd,Janison Education Group Ltd,Active,AUS,Asia Pacific,,2.2.2,JAN,AUS,AUS
144955,PC Partner Group Ltd,PC Partner Group Ltd,Active,CYM,Latin America,,6.2.1,PCPP F,NBB,HKG
95576,First Graphene Ltd,First Graphene Ltd,Active,AUS,Asia Pacific,,8.3.2,FGPH F,NBB,AUS
145002,Play Communications SA,Play Communications SA,Active,LUX,Europe,,6.1.2,,,LUX
145020,LeoVegas AB,LeoVegas AB,Active,SWE,Europe,,6.3.2,0GDH,LON,SWE
88271,Star Diamond Corp,Star Diamond Corp,Active,CAN,North America,1283176.0,8.2.1,DIAM,TSX,CAN
114932,Lecip Holdings Corp,Lecip Holdings Corp,Active,JPN,Asia Pacific,,6.2.3,7213,TOK,JPN
84953,Viking Supply Ships AB,Viking Supply Ships AB,Active,SWE,Europe,,7.4.2,,NL,SWE
109047,TerraVest Industries Inc (New),TerraVest Industries Inc (Ne,Active,CAN,North America,,9.1.3,TVK,TSX,CAN
115425,Softcreate Holdings Corp,Softcreate Holdings Corp,Active,JPN,Asia Pacific,,6.3.1,3371,TOK,JPN
145710,Translate Bio Inc,Translate Bio Inc,Active,USA,North America,1693415.0,4.1.2,TBIO,NMS,USA
92697,Agripure Holdings Public Co Ltd,Agripure Holdings Public Co,Active,THA,Asia Pacific,,1.1.1,,NL,THA
81042,Master Glory Group Ltd,Master Glory Group Ltd,Active,BMU,Latin America,,7.5.2,HNNY Y,NBB,HKG
85213,Elos Medtech AB,Elos Medtech AB,Active,SWE,Europe,,4.3.1,,NL,SWE
103212,Global Graphics SE,Global Graphics SE,Active,FRA,Europe,,6.3.2,GLLG F,NBB,GBR
70454,Srisawad Finance Public Co Ltd,Srisawad Finance Public Co L,Active,THA,Asia Pacific,,5.6.3,,NL,THA
146106,Greenbrook TMS Inc,Greenbrook TMS Inc,Active,CAN,North America,1735948.0,4.2.2,GTMS,TSX,CAN
145246,Integrafin Holdings PLC,Integrafin Holdings PLC,Active,GBR,Europe,,5.5.1,IHP,LON,GBR
76817,Grupo Financiero Banamex SA de CV,Grupo Financiero Banamex SA,Active,MEX,North America,,5.1.1,GRFF F,NBB,MEX
89522,SRS Holdings Co Ltd,SRS Holdings Co Ltd,Active,JPN,Asia Pacific,,2.2.1,8163,TOK,JPN
145290,Golden Bull Ltd,Golden Bull Ltd,Active,CYM,Latin America,1710350.0,5.5.1,DNJR,NAS,CHN
145327,Triple Point Social Housing REIT PLC,Triple Point Social Housing,Active,GBR,Europe,,5.3.1,SOHO,LON,GBR
145335,Spotify Technology SA,Spotify Technology SA,Active,LUX,Europe,1639920.0,7.5.2,SPOT,NYS,LUX
114701,Y.A.C. Holdings Co Ltd,YAC Holdings Co Ltd,Active,JPN,Asia Pacific,,7.2.1,6298,TOK,JPN
114620,Startia Holdings Inc,Startia Holdings Inc,Active,JPN,Asia Pacific,,6.3.1,3393,TOK,JPN
145409,Ceridian HCM Holding Inc,Ceridian HCM Holding Inc,Active,USA,North America,1725057.0,6.3.2,CDAY,NYS,USA
136629,San Miguel Food & Beverage Inc,San Miguel Food & Beverage I,Active,PHL,Asia Pacific,1575713.0,1.2.1,SMPF F,NBB,PHL
145518,BSR Real Estate Investment Trust,BSR Real Estate Investment T,Active,CAN,North America,,5.3.1,HOM U,TSX,CAN
86251,GrafTech International Ltd,GrafTech International Ltd,Active,USA,North America,931148.0,8.2.3,EAF,NYS,USA
145420,Goosehead Insurance Inc,Goosehead Insurance Inc,Active,USA,North America,1726978.0,5.2.1,GSHD,NMS,USA
122001,IMV Inc,IMV Inc,Active,CAN,North America,,4.1.2,IMV,NAS,CAN
145452,Carbon Black Inc,Carbon Black Inc,Active,USA,North America,1366527.0,6.3.2,CBLK,NMS,USA
114411,SIOS Corp,SIOS Corp,Active,JPN,Asia Pacific,,6.3.2,3744,TOK,JPN
145468,Siemens Healthineers AG,Siemens Healthineers AG,Active,DEU,Europe,1738519.0,4.3.1,SMMN Y,NBB,DEU
145430,Siltronic AG,Siltronic AG,Active,DEU,Europe,,6.2.4,SSLL F,NBB,DEU
145438,Adriatic Metals Plc,Adriatic Metals Plc,Active,GBR,Europe,,8.2.4,ADML F,NBB,GBR
145713,IPL Plastics Inc,IPL Plastics Inc,Active,CAN,North America,,8.1.3,IPLP,TSX,CAN
145552,Veoneer Inc,Veoneer Inc,Active,USA,North America,1733186.0,1.8.2,VNE,NYS,SWE
136780,Serinus Energy PLC,Serinus Energy PLC,Active,CAN,North America,,9.1.1,SNUY F,NBB,JEY
110469,China Grand Automotive Services Co Ltd,China Grand Automotive Servi,Active,CHN,Asia Pacific,,2.1.4,,NL,CHN
140005,AVA Risk Group Ltd,AVA Risk Group Ltd,Active,AUS,Asia Pacific,,0.0.0,AVA,AUS,AUS
145508,Avast PLC,Avast PLC,Active,GBR,Europe,,6.3.1,AVAS F,NBB,GBR
145669,Eidos Therapeutics Inc,Eidos Therapeutics Inc,Active,USA,North America,1731831.0,4.1.1,EIDX,NMS,USA
145515,Pluralsight Inc,Pluralsight Inc,Active,USA,North America,1725579.0,6.3.1,PS,NMS,USA
135069,Bank of Georgia Group PLC,Bank of Georgia Group PLC,Active,GBR,Europe,,5.1.1,BDGS F,NBB,GBR
145571,Georgia Capital PLC,Georgia Capital PLC,Active,GBR,Europe,,5.6.3,GRGC F,NBB,GEL
145585,Evergy Inc,Evergy Inc,Active,USA,North America,1711269.0,3.1.1,EVRG,NYS,USA
145726,Minto Apartment Real Estate Investment Trust,Minto Apartment Real Estate,Active,CAN,North America,,5.3.1,MI UN,TSX,CAN
120843,C&G Systems Inc,C&G Systems Inc,Active,JPN,Asia Pacific,,6.3.2,6633,TOK,JPN
145576,OneMarket Ltd,OneMarket Ltd,Active,AUS,Asia Pacific,,6.2.1,ONMK F,NBB,USA
85187,Great Wall Belt & Road Holdings Ltd,Great Wall Belt & Road Holdi,Active,BMU,Latin America,,6.1.2,EKON F,NBB,HKG
145635,Smiles Fidelidade SA,Smiles Fidelidade SA,Active,BRA,Latin America,,2.2.1,,NL,BRA
145642,Adyen N.V.,Adyen N.V.,Active,NLD,Europe,,6.3.1,ADYE Y,NBB,NLD
146063,Ra Medical Systems Inc,Ra Medical Systems Inc,Active,USA,North America,1716621.0,4.3.1,RMED,NYS,USA
145662,Ping An Healthcare & Technology Co Ltd,Ping An Healthcare & Technol,Active,CYM,Latin America,1743791.0,4,PANH F,NBB,CHN
145679,Raiz Invest Ltd,Raiz Invest Ltd,Active,AUS,Asia Pacific,,5.6.3,RZI,AUS,AUS
89670,Kitagawa Corp,Kitagawa Corp,Active,JPN,Asia Pacific,,7.2.1,6317,TOK,JPN
69605,Macfarlane Group PLC,Macfarlane Group PLC,Active,GBR,Europe,,7.4.1,MACF,LON,GBR
120848,WDB Holdings Co Ltd,WDB Holdings Co Ltd,Active,JPN,Asia Pacific,,7.5.2,2475,TOK,JPN
136947,UK Commercial Property REIT Ltd,UK Commercial Property REIT,Active,GBR,Europe,,5.3.1,UKCM,LON,GBR
145735,Neinor Homes SA,Neinor Homes SA,Active,ESP,Europe,,5.3.2,NNRH F,NBB,ESP
145748,Amigo Holdings PLC,Amigo Holdings PLC,Active,GBR,Europe,,5.4.1,AMHL F,NBB,GBR
